"pressure","concentration","velocity:0","velocity:1","velocity:2","ALE_velocity:0","ALE_velocity:1","ALE_velocity:2","heaviside","edgeSize","kappa","distance","gravity:0","gravity:1","gravity:2","surface_force:0","surface_force:1","surface_force:2","normal:0","normal:1","normal:2","viscosity","density","Points:0","Points:1","Points:2"
1.2624,0,0.0014883,-0.014364,0.0074636,-0.00060422,-0.011852,-0.011227,0.5,0.035349,4.2803,0,0,0,-1,2.1126e-05,-0.0016082,-0.00041436,-0.0013218,0.99014,0.13561,0.95,0.55,0,0.5304,-0.74601
1.1316,0,0.00092431,-0.015528,-0.0045302,-0.001088,-0.0055976,-0.016493,0.5,0.032052,3.8195,0,0,0,-1,-1.7656e-05,-0.00092725,-0.0007093,-0.00057056,0.76452,0.64403,0.95,0.55,0,0.42586,-0.51606
1.1292,0,0.00096306,-0.015368,-0.0046046,-0.0010438,-0.005385,-0.016395,0.5,0.031448,3.8105,0,0,0,-1,-1.2096e-05,-0.00088733,-0.00067571,-0.00056057,0.75783,0.65221,0.95,0.55,0,0.42257,-0.51206
1.1749,0,0.0010885,-0.017349,-0.0020032,-0.0016477,-0.009195,-0.016806,0.5,0.029534,3.9769,0,0,0,-1,-4.6885e-05,-0.0010328,-0.0005484,-0.00054967,0.87374,0.48547,0.95,0.55,0,0.47846,-0.59231
1.1677,0,0.0010143,-0.017228,-0.0024558,-0.0016158,-0.0087635,-0.016964,0.5,0.0287,3.9508,0,0,0,-1,-1.8786e-05,-0.00095156,-0.00050594,-0.00050295,0.86079,0.5085,0.95,0.55,-8.6736e-19,0.47234,-0.58153
1.4063,0,0.00038675,0.019409,0.022114,0.00049143,0.0028403,-0.0087007,0.5,0.034295,4.6995,0,0,0,-1,0.00012646,-0.0013095,0.00071149,-0.0023635,0.87983,-0.47433,0.95,0.55,0,0.49093,-0.97742
1.391,0,0.00037094,0.013026,0.020876,0.00030905,0.00038616,-0.0077346,0.5,0.036101,4.6473,0,0,0,-1,-1.4465e-05,-0.0016966,0.00064725,-0.0016635,0.91602,-0.40044,0.95,0.55,0,0.50372,-0.95156
1.1136,0,0.00073208,-0.014544,-0.0048319,-0.00074394,-0.0042897,-0.015577,0.5,0.029063,3.7555,0,0,0,-1,1.4197e-05,-0.00055973,-0.00060519,-0.00052389,0.70999,0.70394,0.95,0.55,0,0.39846,-0.48609
1.1045,0,0.0011053,-0.013685,-0.0051935,-0.0005647,-0.003502,-0.014665,0.5,0.027607,3.7193,0,0,0,-1,-1.3037e-05,-0.00075395,-0.00063932,-0.00050772,0.67647,0.73624,0.95,0.55,0,0.38122,-0.46952
1.149,0,0.00094041,-0.016831,-0.0035662,-0.0014286,-0.0074357,-0.016999,0.5,0.032784,3.8997,0,0,0,-1,-2.5955e-05,-0.0010187,-0.00070315,-0.00055639,0.82348,0.56673,0.95,0.55,0,0.4547,-0.55379
1.1401,0,0.00086657,-0.01613,-0.0041572,-0.0012714,-0.006452,-0.016829,0.5,0.031387,3.8621,0,0,0,-1,-2.5155e-05,-0.00090623,-0.0006981,-0.00069021,0.79431,0.60688,0.95,0.55,0,0.44051,-0.53441
1.0819,0,0.00049291,-0.011814,-0.0052428,-0.0003913,-0.002523,-0.012151,0.5,0.025038,3.6385,0,0,0,-1,5.8731e-06,-0.00044935,-0.0007408,-0.0005467,0.58924,0.80775,0.95,0.55,0,0.33539,-0.43203
1.0754,0,0.00055167,-0.010983,-0.0053566,-0.00070764,-0.0024047,-0.011221,0.5,0.026418,3.6148,0,0,0,-1,-8.8453e-06,-0.00035886,-0.00056592,-0.0005403,0.55987,0.82829,0.95,0.55,0,0.31973,-0.42104
1.1281,0,0.00095514,-0.01529,-0.0046514,-0.0010132,-0.0052623,-0.016308,0.5,0.031617,3.8047,0,0,0,-1,-1.1996e-05,-0.00091658,-0.00071973,-0.00057141,0.7533,0.65735,0.95,0.55,0,0.4203,-0.50947
1.1158,0,0.00074417,-0.014666,-0.0048035,-0.00078369,-0.0044238,-0.015717,0.5,0.029246,3.7625,0,0,0,-1,5.4019e-06,-0.00059933,-0.00063827,-0.00047536,0.71616,0.69768,0.95,0.55,0,0.40161,-0.48928
1.1027,0,0.0011185,-0.013628,-0.0051381,-0.00052228,-0.003398,-0.014499,0.5,0.02741,3.7142,0,0,0,-1,-3.5009e-05,-0.00072795,-0.00063483,-0.00054506,0.66962,0.74246,0.95,0.55,0,0.37768,-0.4663
1.0957,0,0.00069831,-0.013377,-0.0049136,-0.00039629,-0.0029066,-0.013583,0.5,0.026339,3.684,0,0,0,-1,3.9592e-06,-0.00049247,-0.00064709,-0.00049186,0.63751,0.77021,0.95,0.55,0,0.36097,-0.45188
1.073,0,0.00060275,-0.010715,-0.0054318,-0.00073752,-0.0023907,-0.010943,0.5,0.027583,3.6088,0,0,0,-1,-8.8774e-06,-0.00042603,-0.00064445,-0.00050778,0.54994,0.83493,0.95,0.55,0,0.31443,-0.41747
1.0942,0,0.00067622,-0.013167,-0.0049863,-0.00035058,-0.0028325,-0.013385,0.5,0.026109,3.677,0,0,0,-1,1.2134e-05,-0.00047131,-0.00062027,-0.00053793,0.62949,0.77678,0.95,0.55,0,0.35675,-0.44843
1.0845,0,0.00053851,-0.01214,-0.0052217,-0.0004409,-0.0026332,-0.012492,0.5,0.025823,3.6498,0,0,0,-1,-8.1062e-06,-0.0004921,-0.0007688,-0.00051843,0.59942,0.80018,0.95,0.55,-8.6736e-19,0.34082,-0.43605
1.1527,0,0.0009618,-0.017001,-0.0032992,-0.0014858,-0.0077702,-0.01703,0.5,0.032543,3.9129,0,0,0,-1,-8.9026e-06,-0.0010391,-0.00068814,-0.00048399,0.83358,0.55194,0.95,0.55,4.3368e-19,0.45955,-0.56089
1.1511,0,0.00096988,-0.016954,-0.0034261,-0.0014635,-0.0076343,-0.017035,0.5,0.032816,3.9075,0,0,0,-1,-3.5392e-05,-0.001038,-0.00070989,-0.00050485,0.82944,0.5583,0.95,0.55,0,0.45758,-0.55787
1.0616,0,0.00067084,-0.0088162,-0.0052138,0.00097087,-0.0020402,-0.0089219,0.5,0.025393,3.5648,0,0,0,-1,-8.919e-06,-0.00028864,-0.00050455,-0.00048287,0.47632,0.8791,0.95,0.55,0,0.27432,-0.39348
1.0587,0,0.00063675,-0.0084555,-0.0051501,0.0011516,-0.0020825,-0.0085594,0.5,0.025689,3.5569,0,0,0,-1,6.1822e-06,-0.00034086,-0.00059882,-0.0004909,0.4604,0.88742,0.95,0.55,0,0.26554,-0.38888
1.0641,0,0.0006403,-0.009128,-0.0052925,0.00075153,-0.0020411,-0.0093085,0.5,0.025804,3.5732,0,0,0,-1,-2.0155e-06,-0.00032814,-0.00053842,-0.00046472,0.49006,0.87139,0.95,0.55,0,0.28187,-0.3977
1.0675,0,0.00062153,-0.0097251,-0.0054064,9.8734e-05,-0.0021561,-0.0098618,0.5,0.02648,3.5896,0,0,0,-1,1.508e-05,-0.00042868,-0.00067301,-0.00046299,0.51173,0.85888,0.95,0.55,0,0.29375,-0.40455
1.0496,0,0.00040816,0.0066071,-0.0049741,0.0019889,0.00093944,-0.0074561,0.5,0.027944,3.5266,0,0,0,-1,-4.45e-05,0.00038486,-0.00085753,-0.00082454,-0.39816,0.91697,0.95,0.55,0,-0.22681,-0.37246
1.0531,0,0.00046429,0.0069584,-0.0051041,0.00198,0.00086736,-0.0079058,0.5,0.0279,3.5379,0,0,0,-1,-2.5315e-05,0.00031942,-0.00075514,-0.0007968,-0.41898,0.90768,0.95,0.55,0,-0.23842,-0.37763
1.0454,0,0.0005572,0.0061415,-0.0048348,0.0019178,0.00092603,-0.007023,0.5,0.027814,3.5139,0,0,0,-1,-1.5608e-05,0.00036345,-0.00080016,-0.00078184,-0.37566,0.92645,0.95,0.55,0,-0.21421,-0.36715
1.0557,0,0.00053298,0.0072905,-0.0052651,0.0018928,0.00089964,-0.0084434,0.5,0.027671,3.5509,0,0,0,-1,-2.115e-05,0.0003278,-0.00067749,-0.00086393,-0.44481,0.89529,0.95,0.55,0,-0.25273,-0.3845
1.0584,0,0.00058331,0.0077139,-0.005273,0.0017775,0.00088486,-0.0088476,0.5,0.027473,3.5619,0,0,0,-1,-2.3669e-05,0.00035816,-0.00067493,-0.0008327,-0.46291,0.8861,0.95,0.55,0,-0.26274,-0.38958
1.0617,0,0.00063983,0.0083679,-0.0054028,0.0015651,0.0010396,-0.0095499,0.5,0.0268,3.5752,0,0,0,-1,3.4601e-05,0.00044803,-0.00077201,-0.00093604,-0.48925,0.87185,0.95,0.55,0,-0.27724,-0.39743
1.1308,0,0.00073326,0.014854,-0.0045134,0.00077655,0.0053412,-0.015898,0.5,0.030358,3.8175,0,0,0,-1,-1.6715e-06,0.00075862,-0.00067709,-0.0011823,-0.76192,0.64705,0.95,0.55,0,-0.42032,-0.51459
1.1355,0,0.00071008,0.015212,-0.0043613,0.00076422,0.0058059,-0.016221,0.5,0.031012,3.8339,0,0,0,-1,1.4848e-05,0.00077676,-0.00061724,-0.0011572,-0.77736,0.6285,0.95,0.55,0,-0.42798,-0.52378
1.1057,0,0.00078221,0.01291,-0.0053065,0.00067816,0.0035135,-0.014232,0.5,0.027889,3.729,0,0,0,-1,4.6692e-05,0.00077327,-0.00080965,-0.00092482,-0.68241,0.73055,0.95,0.55,0,-0.38004,-0.47237
1.1131,0,0.00081874,0.013489,-0.0050336,0.00072866,0.0039962,-0.014764,0.5,0.028358,3.7551,0,0,0,-1,2.3823e-05,0.00083306,-0.00073009,-0.00088932,-0.70805,0.70597,0.95,0.55,0,-0.39322,-0.48501
1.1488,0,0.00081433,0.016012,-0.0038881,0.00069749,0.0068462,-0.016725,0.5,0.033709,3.8784,0,0,0,-1,2.6111e-05,0.0010994,-0.00069857,-0.0013357,-0.81423,0.58037,0.95,0.55,0,-0.44606,-0.54721
1.0781,0,0.00088141,0.010102,-0.0055693,0.0008645,0.0016758,-0.011496,0.5,0.026141,3.6282,0,0,0,-1,4.0085e-06,0.00042087,-0.00064741,-0.00089212,-0.56766,0.82308,0.95,0.55,0,-0.31973,-0.42385
1.0811,0,0.00076005,0.010493,-0.0056229,0.00079776,0.0018129,-0.011767,0.5,0.024987,3.64,0,0,0,-1,1.5854e-05,0.0003875,-0.00054779,-0.00099797,-0.58004,0.81431,0.95,0.55,0,-0.32635,-0.42855
1.1147,0,0.00083463,0.013631,-0.0049538,0.00073763,0.0040948,-0.014864,0.5,0.028528,3.7605,0,0,0,-1,2.2032e-05,0.00083518,-0.00073378,-0.00092809,-0.71326,0.70065,0.95,0.55,0,-0.39586,-0.4877
1.1252,0,0.0008001,0.014414,-0.0047478,0.00077116,0.0048001,-0.015494,0.5,0.02991,3.7973,0,0,0,-1,-2.6884e-05,0.00077402,-0.00077389,-0.0010331,-0.74265,0.66914,0.95,0.55,0,-0.41069,-0.50358
1.0718,0,0.00067056,0.0092745,-0.0056509,0.0011512,0.0013391,-0.010656,0.5,0.026906,3.6025,0,0,0,-1,1.2751e-05,0.00043464,-0.00074906,-0.00096547,-0.53089,0.84707,0.95,0.55,0,-0.29993,-0.41091
1.0765,0,0.00087565,0.0099316,-0.0055803,0.00092436,0.0015904,-0.011275,0.5,0.02611,3.622,0,0,0,-1,1.5717e-05,0.00042326,-0.00066931,-0.00091078,-0.55911,0.82886,0.95,0.55,0,-0.31514,-0.42074
1.0654,0,0.00060862,0.0086838,-0.0055577,0.001383,0.0011681,-0.01005,0.5,0.027044,3.5853,0,0,0,-1,1.3828e-05,0.00048015,-0.00080485,-0.00093185,-0.50681,0.86172,0.95,0.55,0,-0.28684,-0.40295
1.0222,0,0.00071167,-0.00029066,-0.0035306,-0.0013235,-0.00033312,-0.0035877,0.5,0.02372,3.4308,0,0,0,-1,2.876e-06,-8.492e-06,-0.00055827,-0.00033355,-0.018971,0.99964,0.95,0.55,0,-0.0089664,-0.32534
1.0214,0,0.00074866,-4.6182e-05,-0.0035276,-0.0013856,-0.00018884,-0.0036754,0.5,0.025335,3.4288,0,0,0,-1,7.4734e-06,3.4709e-05,-0.00068339,-0.00054648,-0.039502,0.99901,0.95,0.55,0,-0.020941,-0.32567
1.042,0,0.0006131,0.0054876,-0.0047438,0.0017428,0.00099003,-0.0064785,0.5,0.027315,3.5036,0,0,0,-1,-3.3655e-05,0.00031297,-0.0007478,-0.00079056,-0.34866,0.93696,0.95,0.55,0,-0.19899,-0.36123
1.0218,0,0.00078672,0.00040022,-0.0035837,-0.001368,-3.6011e-05,-0.0037551,0.5,0.025412,3.4301,0,0,0,-1,6.7182e-06,5.1196e-05,-0.00062422,-0.00052549,-0.062471,0.99782,0.95,0.55,0,-0.034325,-0.32637
1.0403,0,0.0006323,0.0051274,-0.0047469,0.0015869,0.00096914,-0.0061976,0.5,0.027174,3.4993,0,0,0,-1,-2.6264e-05,0.00029694,-0.00077786,-0.00078093,-0.33287,0.94273,0.95,0.55,0,-0.19007,-0.35798
1.0362,0,0.00049837,0.0045642,-0.0045855,0.0011176,0.0010037,-0.0056559,0.5,0.026931,3.4844,0,0,0,-1,2.0497e-05,0.00021083,-0.00077669,-0.0007237,-0.29751,0.95455,0.95,0.55,0,-0.16997,-0.35126
1.023,0,0.00058125,0.0010629,-0.0036968,-0.0013243,0.00021117,-0.0038359,0.5,0.025888,3.4352,0,0,0,-1,1.5716e-05,7.6592e-05,-0.0006493,-0.00060346,-0.09588,0.99514,0.95,0.55,0,-0.053805,-0.32793
1.0244,0,0.00035452,0.0014242,-0.0038093,-0.0012388,0.00036189,-0.0039285,0.5,0.02638,3.4392,0,0,0,-1,1.7575e-05,0.00010154,-0.00073164,-0.00071507,-0.11771,0.99284,0.95,0.55,0,-0.06652,-0.32926
1.0254,0,0.00027042,0.0018051,-0.0037926,-0.001086,0.00046965,-0.0040568,0.5,0.025594,3.4408,0,0,0,-1,1.2735e-05,0.00010256,-0.00063812,-0.00083553,-0.13706,0.99037,0.95,0.55,0,-0.077764,-0.33073
1.0324,0,0.00039007,0.0037607,-0.0043564,0.00045171,0.00092236,-0.0050581,0.5,0.027636,3.4698,0,0,0,-1,3.378e-05,0.00016648,-0.00076566,-0.00064061,-0.25538,0.96664,0.95,0.55,0,-0.14583,-0.34433
1.0353,0,0.00042464,0.0044036,-0.0045495,0.0010135,0.00099419,-0.0055622,0.5,0.026909,3.4812,0,0,0,-1,1.4472e-05,0.00020786,-0.00077432,-0.00070362,-0.29034,0.9568,0.95,0.55,0,-0.16588,-0.34998
1.0434,0,0.00062073,-0.0068042,-0.004678,0.0014806,-0.0021156,-0.0064288,0.5,0.025732,3.51,0,0,0,-1,-1.1912e-05,-0.00023554,-0.00054917,-0.00061545,0.36209,0.93202,0.95,0.55,0,0.21068,-0.36402
1.0409,0,0.00058109,-0.0062816,-0.004508,0.0014476,-0.0020982,-0.0058982,0.5,0.026045,3.4974,0,0,0,-1,-1.3612e-05,-0.00021609,-0.00069372,-0.00048241,0.3298,0.94384,0.95,0.55,0,0.19241,-0.35734
1.0383,0,0.00060889,-0.0059492,-0.0044921,0.0013801,-0.0020545,-0.005672,0.5,0.02787,3.4916,0,0,0,-1,-6.9814e-06,-0.00026591,-0.00079047,-0.00042285,0.3158,0.94852,0.95,0.55,0,0.18453,-0.35467
1.0345,0,0.00054647,-0.0053994,-0.0042598,0.0012899,-0.0020021,-0.0051748,0.5,0.026923,3.4785,0,0,0,-1,-1.7199e-05,-0.00021018,-0.00067813,-0.00048543,0.2855,0.95811,0.95,0.55,0,0.16733,-0.34923
1.0441,0,0.00062453,-0.0068778,-0.0047079,0.0015212,-0.002144,-0.0065085,0.5,0.026158,3.5124,0,0,0,-1,-8.8768e-06,-0.00026645,-0.00059296,-0.00062091,0.3674,0.92996,0.95,0.55,0,0.21371,-0.36519
1.0211,0,0.00075913,0.000742,-0.0036609,-0.001372,8.4885e-05,-0.0037856,0.5,0.025794,3.4329,0,0,0,-1,8.9105e-06,5.7159e-05,-0.00065229,-0.00056779,-0.078312,0.99677,0.95,0.55,0,-0.043542,-0.32698
1.03,0,0.00026747,0.0026395,-0.0040852,-0.00041247,0.0008113,-0.0044974,0.5,0.028842,3.4558,0,0,0,-1,3.524e-05,0.00021022,-0.00087836,-0.00063935,-0.2005,0.97947,0.95,0.55,0,-0.11429,-0.33693
1.0315,0,0.00038223,0.0035486,-0.0042976,0.00027401,0.00090861,-0.0049069,0.5,0.02783,3.4664,0,0,0,-1,3.5254e-05,0.00015629,-0.00075634,-0.0006364,-0.24456,0.96959,0.95,0.55,1.0842e-19,-0.13962,-0.34264
1.0289,0,0.00024263,0.0024818,-0.004056,-0.00054778,0.00074678,-0.0043849,0.5,0.029375,3.4538,0,0,0,-1,3.6721e-05,0.00020399,-0.00093833,-0.00062578,-0.18886,0.98171,0.95,0.55,0,-0.10759,-0.33563
1.0316,0,0.00038109,0.0035793,-0.0043066,0.00030358,0.00091311,-0.004929,0.5,0.027745,3.4669,0,0,0,-1,3.5048e-05,0.00015623,-0.00075611,-0.00062836,-0.24646,0.96912,0.95,0.55,-1.0842e-19,-0.14072,-0.34291
1.026,0,0.00027759,0.0020779,-0.0038325,-0.00096135,0.00058943,-0.0041734,0.5,0.026239,3.4432,0,0,0,-1,1.5116e-06,0.0001123,-0.00065819,-0.00085182,-0.15403,0.9879,0.95,0.55,0,-0.08756,-0.33215
1.1028,0,0.00076305,0.012681,-0.0054235,0.00065864,0.0033229,-0.014025,0.5,0.027677,3.718,0,0,0,-1,4.8178e-05,0.00071896,-0.00081871,-0.0009411,-0.67179,0.74066,0.95,0.55,0,-0.37458,-0.46718
1.0925,0,0.00086261,0.011776,-0.0056277,0.0006254,0.0026498,-0.013149,0.5,0.026613,3.6831,0,0,0,-1,2.9864e-05,0.00049917,-0.00054394,-0.00096515,-0.63404,0.77314,0.95,0.55,0,-0.3549,-0.45028
1.1021,0,0.00077068,0.012613,-0.005456,0.0006568,0.0032798,-0.013979,0.5,0.02771,3.7162,0,0,0,-1,4.7278e-05,0.00071447,-0.00081441,-0.00095004,-0.66973,0.74251,0.95,0.55,0,-0.37351,-0.46623
1.0858,0,0.00058652,0.011017,-0.0057083,0.00068574,0.0020774,-0.012255,0.5,0.024119,3.6568,0,0,0,-1,1.9355e-05,0.00039101,-0.00047857,-0.0010289,-0.59954,0.80014,0.95,0.55,0,-0.33674,-0.43612
1.0915,0,0.00086855,0.011621,-0.0056275,0.00063422,0.0025363,-0.013005,0.5,0.026647,3.6775,0,0,0,-1,2.91e-05,0.00052719,-0.00058399,-0.00097969,-0.62807,0.77794,0.95,0.55,0,-0.35176,-0.44775
1.2326,0,0.00069513,0.017011,0.0022819,-0.00034092,0.011908,-0.015194,0.5,0.02858,4.1662,0,0,0,-1,-3.8846e-05,0.0012196,-0.00031409,-0.0016273,-0.95926,0.28125,0.95,0.55,-8.6736e-19,-0.51309,-0.68464
1.2391,0,0.00054605,0.016757,0.0028572,-0.00039676,0.012113,-0.014751,0.5,0.033807,4.1936,0,0,0,-1,-2.0772e-05,0.0016275,-0.00048459,-0.0011215,-0.96617,0.25575,0.95,0.55,0,-0.51615,-0.6955
1.1704,0,0.0010371,0.016974,-0.0024508,0.00049368,0.0083848,-0.01708,0.5,0.033064,3.948,0,0,0,-1,-4.3559e-05,0.0012305,-0.00083374,-0.0013671,-0.85961,0.51019,0.95,0.55,0,-0.46775,-0.58082
1.1823,0,0.00084551,0.017404,-0.0017464,0.00034563,0.0092821,-0.017052,0.5,0.034373,3.9929,0,0,0,-1,-4.2979e-05,0.0014739,-0.00085191,-0.0013901,-0.88466,0.46513,0.95,0.55,0,-0.47948,-0.60189
1.1653,0,0.0009956,0.016852,-0.0026766,0.00054294,0.0080978,-0.017048,0.5,0.031925,3.9368,0,0,0,-1,-4.6146e-05,0.0011629,-0.00077554,-0.001347,-0.85209,0.52288,0.95,0.55,0,-0.46417,-0.57484
1.1884,0,0.00083481,0.017694,-0.0011847,0.00024144,0.0097141,-0.016921,0.5,0.033966,4.019,0,0,0,-1,-4.21e-05,0.0013363,-0.00068726,-0.0014304,-0.89742,0.43984,0.95,0.55,0,-0.48533,-0.61343
1.1979,0,0.00081857,0.017894,-0.00017158,0.00010775,0.010414,-0.016708,0.5,0.033951,4.0516,0,0,0,-1,-2.3043e-05,0.0011352,-0.00042728,-0.0015202,-0.91494,0.40212,0.95,0.55,0,-0.49332,-0.63064
2.0449,0,0.0079124,-0.095288,-0.024837,0.0034912,-0.015869,-0.03744,0.5,0.038041,1.932,0,0,0,-1,8.892e-06,0.0001695,0.0010768,-0.022616,-0.14772,-0.98871,0.95,0.55,0,-0.21249,-1.1556
2.1072,0,0.010344,-0.078046,-0.030649,0.00078017,-0.012865,-0.039046,0.5,0.036545,2.0001,0,0,0,-1,1.9947e-05,6.947e-05,0.00069607,-0.018529,-0.1043,-0.99431,0.95,0.55,0,-0.17945,-1.1597
1.0493,0,0.00065015,-0.0076443,-0.0048565,0.0016222,-0.0022532,-0.0072813,0.5,0.026635,3.5302,0,0,0,-1,-1.8395e-05,-0.00030808,-0.00069519,-0.00044895,0.40416,0.91442,0.95,0.55,0,0.23432,-0.37389
1.0451,0,0.00063851,-0.0070333,-0.0047496,0.0015519,-0.0021641,-0.0066783,0.5,0.026255,3.5166,0,0,0,-1,-1.4805e-05,-0.00026877,-0.00058342,-0.00060591,0.37592,0.92644,0.95,0.55,0,0.21849,-0.36716
1.0526,0,0.00060944,-0.0078997,-0.0049926,0.001491,-0.0021987,-0.0077841,0.5,0.026277,3.5413,0,0,0,-1,1.2661e-05,-0.00037865,-0.00071196,-0.00044387,0.42603,0.90443,0.95,0.55,0,0.24651,-0.37946
1.0554,0,0.00065377,-0.0080827,-0.0050737,0.001626,-0.0022882,-0.0080338,0.5,0.026345,3.5484,0,0,0,-1,3.0812e-05,-0.00038112,-0.00068684,-0.00042686,0.44075,0.89742,0.95,0.55,0,0.25468,-0.38335
1.2223,0,0.0015685,-0.016907,0.0020209,-0.001365,-0.011779,-0.014331,0.5,0.026706,4.1366,0,0,0,-1,2.589e-05,-0.0010828,-0.0003801,-0.00079094,0.95382,0.29953,0.95,0.55,0,0.5147,-0.67623
