"pressure","concentration","velocity:0","velocity:1","velocity:2","ALE_velocity:0","ALE_velocity:1","ALE_velocity:2","heaviside","edgeSize","kappa","distance","gravity:0","gravity:1","gravity:2","surface_force:0","surface_force:1","surface_force:2","normal:0","normal:1","normal:2","viscosity","density","Points:0","Points:1","Points:2"
1.9802,0,0.0070878,-0.069818,-0.050421,0.04377,-0.11954,-0.04367,0.5,0.059332,2.0015,0,0,0,-1,1.8041e-05,0.00029469,0.0019374,-0.0094605,-0.108,-0.99389,0.95,0.55,0,-0.16153,-1.1736
1.2982,0,0.00089633,0.0046266,0.0011157,0.00039834,0.0041358,-0.018275,0.5,0.055422,4.3865,0,0,0,-1,-4.6927e-05,0.0046776,-0.0002245,-0.0036252,-0.99747,0.03148,0.95,0.55,0,-0.532,-0.79195
2.0062,0,0.003672,0.085758,-0.046555,0.032122,-0.015818,-0.062835,0.5,0.048133,1.9562,0,0,0,-1,1.2989e-05,-0.00011801,0.0011274,-0.00069819,0.13928,-0.98984,0.95,0.55,0,0.18356,-1.1673
1.9555,0,0.0017747,0.095112,-0.044355,0.049415,-0.010522,-0.063711,0.5,0.054801,2.3099,0,0,0,-1,-2.0834e-05,-0.00032973,0.001867,-0.0004327,0.17094,-0.98505,0.95,0.55,0,0.20552,-1.1642
1.6883,0,-0.0035424,0.12399,-0.0085429,-0.013565,0.023403,-0.053565,0.5,0.05602,3.7182,0,0,0,-1,-4.7034e-05,-0.0012009,0.0029772,-0.00047913,0.40608,-0.91335,0.95,0.55,0,0.3207,-1.1313
1.6731,0,-0.0039029,0.12307,-0.0056765,-0.015019,0.020965,-0.054638,0.5,0.054501,3.8358,0,0,0,-1,-0.00015443,-0.0011561,0.0028447,0.00043961,0.4314,-0.90125,0.95,0.55,0,0.33078,-1.1265
1.5939,0,-0.0025615,0.11071,0.00028898,-0.015473,0.021615,-0.055253,0.5,0.051796,4.2135,0,0,0,-1,-1.5226e-05,-0.0017977,0.0028967,-0.0027595,0.52643,-0.84928,0.95,0.55,0,0.36675,-1.107
2.4781,0,0.0063187,-0.031018,-0.047686,0.0022464,-0.0056206,-0.047038,0.5,0.065588,0.76016,0,0,0,-1,-8.6587e-05,-8.1287e-05,0.0010239,-0.0095075,-0.001228,-0.99995,0.95,0.55,0,-0.0459,-1.1787
1.7865,0,0.0063951,-0.094376,-0.038001,-0.10342,-0.085381,-0.038785,0.5,0.05811,3.1082,0,0,0,-1,1.1839e-05,0.0005965,0.002421,-0.0060447,-0.25097,-0.96599,0.95,0.55,0,-0.25161,-1.1579
1.3544,0,0.00030131,-0.011978,0.010954,-0.0020327,-0.0072708,-0.017528,0.5,0.05906,4.528,0,0,0,-1,0.00049136,0.004873,0.0012975,-0.0028667,-0.9849,-0.16995,0.95,0.55,0,-0.5273,-0.8701
1.5643,0,-0.0015534,-0.1067,0.0035214,0.069729,0.11511,-0.15114,0.5,0.055239,4.482,0,0,0,-1,-0.00025325,0.0023444,0.0033502,-0.0019801,-0.58095,-0.81259,0.95,0.55,0,-0.3851,-1.0982
1.6264,0,0.0010061,-0.11069,-0.015376,-0.0029761,-0.0014531,-0.071265,0.5,0.057216,4.0435,0,0,0,-1,-0.00031694,0.0018885,0.0036839,-0.0018835,-0.45135,-0.89208,0.95,0.55,0,-0.33793,-1.1274
1.7223,0,0.0033852,-0.10412,-0.032289,-0.036192,-0.037945,-0.053416,0.5,0.057594,3.5455,0,0,0,-1,-5.0183e-05,0.000895,0.0028871,-0.0024675,-0.31455,-0.94843,0.95,0.55,0,-0.2824,-1.1498
1.3957,0,-0.00081352,0.028871,0.019256,-0.0018477,0.017239,-0.014441,0.5,0.061822,4.6027,0,0,0,-1,0.00024902,-0.0044893,0.0018804,-0.0052834,0.94333,-0.32568,0.95,0.55,0,0.51094,-0.92616
1.4036,0,-3.8981e-05,-0.03456,0.016745,-0.006197,-0.020318,-0.019516,0.5,0.056667,4.639,0,0,0,-1,0.00022651,0.0048666,0.0016567,-0.0014714,-0.92546,-0.37357,0.95,0.55,0,-0.50554,-0.94446
1.4165,0,-0.00039179,-0.041653,0.016712,-0.0072917,-0.024136,-0.020417,0.5,0.055631,4.6469,0,0,0,-1,-2.331e-05,0.0030859,0.0014067,-0.0021228,-0.89971,-0.43375,0.95,0.55,0,-0.49611,-0.96625
1.4795,0,-0.0016252,0.066523,0.019795,0.0067503,0.028942,-0.03079,0.5,0.058054,4.68,0,0,0,-1,0.00025443,-0.0041714,0.0024999,-0.0039584,0.80127,-0.59544,0.95,0.55,0,0.46131,-1.0204
2.0968,0,0.0080667,-0.067114,-0.051131,0.044262,-0.097106,-0.045317,0.5,0.058191,1.722,0,0,0,-1,-1.1827e-05,0.00015983,0.0014748,-0.0081057,-0.070797,-0.99704,0.95,0.55,0,-0.1289,-1.1762
2.1782,0,0.0086451,-0.062085,-0.050053,0.014529,-0.036084,-0.049628,0.5,0.055525,1.4736,0,0,0,-1,-4.64e-05,4.2703e-05,0.0015347,-0.010638,-0.04439,-0.99888,0.95,0.55,0,-0.10529,-1.1776
1.3444,0,0.00046371,-0.0087606,0.0092008,-0.0014553,-0.0051354,-0.017592,0.5,0.056489,4.5046,0,0,0,-1,0.00034918,0.004485,0.0010172,-0.0030223,-0.98921,-0.1332,0.95,0.55,0,-0.52888,-0.85596
1.3203,0,0.00060725,-0.0012207,0.0053072,-0.00019769,-0.00018598,-0.01762,0.5,0.051781,4.4509,0,0,0,-1,9.3672e-06,0.0034715,0.00026956,-0.0034447,-0.99809,-0.048501,0.95,0.55,0,-0.53199,-0.82343
1.5278,0,-0.0011838,-0.069999,0.014731,-0.053866,-0.33406,0.29931,0.5,0.051902,5.0862,0,0,0,-1,-8.1348e-05,0.002676,0.0022544,-0.0025997,-0.7384,-0.67327,0.95,0.55,0,-0.43882,-1.0515
1.8122,0,0.00087676,0.1128,-0.026318,-0.00011356,0.01205,-0.057403,0.5,0.056404,3.1985,0,0,0,-1,-0.00017296,-0.001089,0.0033852,0.0011215,0.2942,-0.95518,0.95,0.55,0,0.27365,-1.1487
1.8299,0,0.0011537,0.1123,-0.02805,0.0032306,0.013581,-0.05724,0.5,0.056281,3.1249,0,0,0,-1,-0.00014431,-0.00099093,0.0032989,0.00021234,0.28169,-0.95932,0.95,0.55,0,0.26794,-1.1505
1.7406,0,0.0038856,-0.10224,-0.034089,-0.035563,-0.040444,-0.051078,0.5,0.054696,3.4779,0,0,0,-1,-2.5294e-05,0.00072903,0.0026146,-0.004545,-0.29399,-0.9555,0.95,0.55,0,-0.27382,-1.1526
2.0654,0,0.0041161,0.078119,-0.046675,0.0088158,-0.0097216,-0.057325,0.5,0.048461,1.7172,0,0,0,-1,-1.7368e-05,-3.1012e-05,0.001213,0.00025943,0.11576,-0.9932,0.95,0.55,3.4694e-18,0.1659,-1.1696
