"pressure","concentration","velocity:0","velocity:1","velocity:2","ALE_velocity:0","ALE_velocity:1","ALE_velocity:2","heaviside","edgeSize","kappa","distance","gravity:0","gravity:1","gravity:2","surface_force:0","surface_force:1","surface_force:2","normal:0","normal:1","normal:2","viscosity","density","Points:0","Points:1","Points:2"
1.2477,0,0.00108,-0.014747,-0.0078164,-0.0013102,-0.0092888,-0.040786,0.5,0.10867,4.2958,0,0,0,-1,-0.00078321,-0.014852,-0.0020778,-0.0020713,0.981,0.16499,0.95,0.55,0,0.52475,-0.72091
1.9419,0,0.0024289,0.023639,-0.057633,-0.0076201,0.00035569,-0.059965,0.5,0.11649,1.6955,0,0,0,-1,7.4633e-05,-0.00073081,0.0061182,-0.0029499,0.049644,-0.99776,0.95,0.55,0,0.054177,-1.1752
1.9813,0,0.012031,0.066398,-0.059512,-0.022289,0.018119,-0.073683,0.5,0.11628,1.918,0,0,0,-1,-0.0017356,-0.0012204,0.011916,0.0035516,0.13748,-0.98934,0.95,0.55,0,0.13948,-1.1679
1.0357,0,0.0017272,0.027468,-0.072347,-0.0050027,0.029668,-0.071933,0.5,0.065493,3.5798,0,0,0,-1,-4.0109e-05,0.0015876,-0.0030622,-0.0013608,-0.50005,0.86597,0.95,0.55,0,-0.28448,-0.39475
1.0363,0,0.0017244,0.027547,-0.072194,-0.0049168,0.029675,-0.071825,0.5,0.065828,3.5822,0,0,0,-1,-3.8414e-05,0.0016597,-0.0031187,-0.0013693,-0.50242,0.86437,0.95,0.55,0,-0.28573,-0.39558
1.1528,0,0.0010606,0.033357,-0.03692,0.0044531,0.025897,-0.04993,0.5,0.10448,3.9768,0,0,0,-1,0.00035056,0.010248,-0.0063126,-0.00074271,-0.85281,0.51313,0.95,0.55,0,-0.46408,-0.5693
1.1844,0,0.00016984,0.025921,-0.022931,0.0064663,0.019408,-0.040446,0.5,0.11246,4.142,0,0,0,-1,0.00016187,0.017865,-0.0055813,-0.0021415,-0.93032,0.35255,0.95,0.55,0,-0.49953,-0.6413
1.2014,0,-0.00069401,0.022468,-0.018108,0.0065012,0.016328,-0.038721,0.5,0.11351,4.1937,0,0,0,-1,-0.00030919,0.017334,-0.004102,-0.002493,-0.95095,0.29304,0.95,0.55,0,-0.50862,-0.66713
1.268,0,-0.0016152,0.0065994,-0.0043292,0.011864,0.0042294,-0.030464,0.5,0.11274,4.3422,0,0,0,-1,0.00060765,0.013208,-0.00061356,-0.003248,-0.99076,0.095785,0.95,0.55,0,-0.5255,-0.74871
1.522,0,0.00040934,-0.093588,0.0026766,0.0092457,-0.026927,-0.061289,0.5,0.092675,4.5542,0,0,0,-1,-0.00015198,0.0061678,0.0063627,-0.0089028,-0.69416,-0.71705,0.95,0.55,0,-0.42101,-1.0469
1.5773,0,0.0032188,-0.10651,-0.0076098,-0.0028987,-0.035219,-0.059313,0.5,0.09888,4.292,0,0,0,-1,-0.00011756,0.006083,0.0094305,-0.0076107,-0.58661,-0.79945,0.95,0.55,0,-0.38199,-1.0769
1.2823,0,-0.0026746,0.00081017,-0.0010774,0.013252,0.0002087,-0.031894,0.5,0.11286,4.3864,0,0,0,-1,0.00073133,0.01348,4.4847e-05,-0.0035278,-0.99458,0.035461,0.95,0.55,0,-0.52713,-0.77271
1.3286,0,-0.0029046,-0.023183,0.0091777,0.030992,-0.015513,-0.032469,0.5,0.1079,4.5138,0,0,0,-1,0.0011601,0.017724,0.0023203,-0.0057573,-0.97828,-0.18559,0.95,0.55,0,-0.52102,-0.85801
1.0164,0,0.0018724,0.021687,-0.078866,-0.0074443,0.027542,-0.07722,0.5,0.06252,3.505,0,0,0,-1,-0.00026586,0.0020342,-0.0039405,-0.0013689,-0.38512,0.92281,0.95,0.55,0,-0.22025,-0.36296
1.0356,0,0.0017273,0.027454,-0.072366,-0.0050129,0.029666,-0.071947,0.5,0.065449,3.5795,0,0,0,-1,-3.9813e-05,0.0015856,-0.0030562,-0.001357,-0.49975,0.86615,0.95,0.55,0,-0.28431,-0.39466
1.0163,0,0.0018724,0.021652,-0.078905,-0.0074306,0.027511,-0.077257,0.5,0.062569,3.5045,0,0,0,-1,-0.00026584,0.0020292,-0.0039441,-0.0013615,-0.38427,0.92317,0.95,0.55,0,-0.21977,-0.36275
1.0027,0,0.0017995,0.013598,-0.08377,-5.4656e-05,0.020786,-0.082636,0.5,0.062072,3.4519,0,0,0,-1,-9.234e-05,0.00096917,-0.004267,-0.0011596,-0.23926,0.96948,0.95,0.55,0,-0.1374,-0.33672
1.0065,0,0.0019482,0.016502,-0.082495,-0.0038471,0.023271,-0.08092,0.5,0.05884,3.4693,0,0,0,-1,-6.1753e-05,0.00099657,-0.0036918,-0.001279,-0.28732,0.95674,0.95,0.55,-3.4694e-18,-0.16485,-0.34412
1.0161,0,0.0018779,0.021582,-0.078959,-0.0073703,0.027471,-0.077302,0.5,0.062473,3.5041,0,0,0,-1,-0.00026417,0.0020188,-0.0039481,-0.0013491,-0.38299,0.92365,0.95,0.55,0,-0.21904,-0.36249
1.015,0,0.0012289,-0.022763,-0.079775,-0.0032917,-0.017986,-0.082459,0.5,0.063204,3.5058,0,0,0,-1,0.00022465,-0.0018777,-0.0045769,-0.00077315,0.36623,0.93049,0.95,0.55,0,0.21328,-0.35867
0.99785,0,0.0016859,0.01113,-0.084752,0.0024984,0.018228,-0.084072,0.5,0.063284,3.4386,0,0,0,-1,-6.371e-05,0.00090978,-0.0043922,-0.0012396,-0.19608,0.97918,0.95,0.55,0,-0.11256,-0.33109
0.98984,0,0.0017019,0.0003199,-0.086903,0.0044763,0.0066631,-0.087534,0.5,0.058049,3.414,0,0,0,-1,0.000198,6.1429e-06,-0.0035101,-0.00106,-0.018727,0.999,0.95,0.55,0,-0.0093304,-0.31972
0.99413,0,0.00177,0.0058022,-0.086306,0.0065184,0.012686,-0.086417,0.5,0.058215,3.4254,0,0,0,-1,0.00011566,0.00022963,-0.0040923,-0.0012326,-0.099793,0.99427,0.95,0.55,0,-0.056787,-0.32247
0.99485,0,0.0018588,0.0069906,-0.086043,0.0062006,0.013834,-0.085968,0.5,0.059069,3.4263,0,0,0,-1,9.5398e-05,0.00031073,-0.0040332,-0.0012752,-0.11993,0.99189,0.95,0.55,0,-0.06846,-0.32381
1.0668,0,0.0016179,0.031165,-0.06483,-0.00059169,0.029632,-0.066788,0.5,0.081525,3.6971,0,0,0,-1,-4.3944e-06,0.0051806,-0.0060315,-0.00175,-0.61485,0.78694,0.95,0.55,0,-0.34516,-0.43539
1.0691,0,0.0015913,0.031452,-0.064087,-0.00023366,0.029648,-0.066319,0.5,0.079883,3.7035,0,0,0,-1,9.8992e-05,0.0050452,-0.0057078,-0.0013231,-0.62495,0.77961,0.95,0.55,0,-0.35055,-0.43943
1.0991,0,0.001571,0.033327,-0.053795,0.0025831,0.028925,-0.059428,0.5,0.085956,3.7918,0,0,0,-1,0.00019172,0.0047947,-0.0050361,-0.0010438,-0.7368,0.67191,0.95,0.55,3.4694e-18,-0.40739,-0.49424
1.1246,0,0.0017302,0.033825,-0.046142,0.0037114,0.02791,-0.05495,0.5,0.093956,3.8713,0,0,0,-1,-0.00029594,0.0062513,-0.0051964,5.2219e-05,-0.79351,0.60115,0.95,0.55,0,-0.43549,-0.52821
1.0722,0,0.0015923,0.031669,-0.063144,4.5241e-05,0.029642,-0.0657,0.5,0.083741,3.717,0,0,0,-1,0.00013178,0.0055394,-0.0062331,-0.001584,-0.63579,0.76951,0.95,0.55,0,-0.356,-0.44424
1.06,0,-0.0002688,-0.032762,-0.066347,0.0025492,-0.02881,-0.070088,0.5,0.081728,3.6774,0,0,0,-1,9.8434e-05,-0.0045323,-0.0065333,4.247e-06,0.6003,0.79802,0.95,0.55,0,0.34101,-0.42957
1.0326,0,-0.00032239,-0.028356,-0.07401,0.0016008,-0.024314,-0.076928,0.5,0.06567,3.5739,0,0,0,-1,-1.4969e-05,-0.0022356,-0.0036302,-0.00066551,0.48475,0.87447,0.95,0.55,0,0.27958,-0.39003
1.3224,0,-0.001527,0.010165,0.0080475,0.00095306,0.0058613,-0.037462,0.5,0.11936,4.5107,0,0,0,-1,-0.00098332,-0.018507,0.0017867,-0.00154,0.99502,-0.096058,0.95,0.55,0,0.53188,-0.82417
1.062,0,-0.00034879,-0.033177,-0.065524,0.0024779,-0.029002,-0.069439,0.5,0.079972,3.6859,0,0,0,-1,0.0001865,-0.0043535,-0.0062668,-0.00042902,0.61051,0.79096,0.95,0.55,0,0.34647,-0.43347
1.3238,0,-0.0016937,0.010941,0.0082097,0.00093831,0.0062579,-0.037544,0.5,0.1194,4.5131,0,0,0,-1,-0.00097266,-0.018534,0.0018787,-0.001406,0.99385,-0.10216,0.95,0.55,0,0.53147,-0.82646
1.5997,0,0.0063179,0.11554,-0.023899,-0.0069934,0.045605,-0.065152,0.5,0.11094,3.9379,0,0,0,-1,-0.00032832,-0.0045044,0.0084708,0.0024113,0.49216,-0.86455,0.95,0.55,0,0.34207,-1.1073
1.5584,0,0.0017189,0.11523,-0.01335,0.00027309,0.047745,-0.061472,0.5,0.10085,4.2156,0,0,0,-1,-5.9363e-05,-0.0051777,0.0074486,0.0096921,0.5823,-0.80866,0.95,0.55,0,0.37927,-1.0846
1.0321,0,-0.00026534,-0.028243,-0.074143,0.0015521,-0.024234,-0.077046,0.5,0.065353,3.5722,0,0,0,-1,1.3769e-07,-0.0022037,-0.0036085,-0.00063317,0.48232,0.87584,0.95,0.55,0,0.27826,-0.3893
1.0151,0,0.001234,-0.022798,-0.079744,-0.0032689,-0.018024,-0.082426,0.5,0.063181,3.5063,0,0,0,-1,0.00022424,-0.0018828,-0.0045811,-0.00077702,0.36692,0.9302,0.95,0.55,0,0.21367,-0.35883
1.1106,0,-0.00029517,-0.034726,-0.050657,0.00050368,-0.028371,-0.058967,0.5,0.08894,3.8353,0,0,0,-1,-7.4073e-05,-0.0087593,-0.0061957,-0.0015612,0.76184,0.64278,0.95,0.55,0,0.42289,-0.50798
1.0989,0,-0.00039514,-0.035173,-0.054261,0.0012338,-0.029163,-0.061229,0.5,0.087801,3.7959,0,0,0,-1,0.00012738,-0.0076779,-0.0063576,-0.0013378,0.72671,0.68289,0.95,0.55,0,0.40543,-0.48821
1.0651,0,-0.00030742,-0.033467,-0.064552,0.0022778,-0.028922,-0.068928,0.5,0.083744,3.6956,0,0,0,-1,0.00026158,-0.00476,-0.0067109,-7.9843e-05,0.62071,0.78195,0.95,0.55,0,0.35159,-0.43776
1.8997,0,0.01031,-0.042733,-0.059501,0.022349,-0.014113,-0.063541,0.5,0.11667,2.0553,0,0,0,-1,-0.00058526,0.00063719,0.007178,-0.0078087,-0.10122,-0.99268,0.95,0.55,0,-0.091168,-1.1723
1.927,0,0.0060057,-0.028353,-0.063173,0.022977,-0.01142,-0.063769,0.5,0.11244,1.8862,0,0,0,-1,2.1932e-05,0.00024897,0.0039167,-0.0063129,-0.067116,-0.99739,0.95,0.55,0,-0.062578,-1.1757
1.9815,0,0.011321,0.076942,-0.06003,-0.02502,0.021347,-0.076137,0.5,0.11585,2.0383,0,0,0,-1,-0.001693,-0.0014525,0.013782,0.0024796,0.15856,-0.98657,0.95,0.55,0,0.1581,-1.1659
1.9253,0,0.013874,0.085383,-0.051745,-0.022683,0.024443,-0.070552,0.5,0.1129,2.2348,0,0,0,-1,-0.0021185,-0.0019375,0.010371,0.0031962,0.2002,-0.97706,0.95,0.55,0,0.1864,-1.1599
1.3439,0,-0.0038647,-0.030449,0.012621,0.03414,-0.017367,-0.0383,0.5,0.10456,4.5387,0,0,0,-1,0.0013117,0.016993,0.0025176,-0.0053903,-0.96743,-0.23934,0.95,0.55,0,-0.51691,-0.87771
1.4088,0,-0.0030624,-0.060795,0.01669,0.053061,-0.024755,-0.057621,0.5,0.098088,4.6241,0,0,0,-1,0.00028325,0.0093725,0.0052491,-0.0098966,-0.89082,-0.449,0.95,0.55,0,-0.48911,-0.95397
1.4515,0,-0.0016767,0.090262,0.010224,0.00522,0.041511,-0.050653,0.5,0.11149,4.5025,0,0,0,-1,-0.00025776,-0.011589,0.0097331,0.0012133,0.77743,-0.62547,0.95,0.55,0,0.452,-1.019
1.4362,0,-0.0028889,0.08227,0.012141,0.0049534,0.038096,-0.048596,0.5,0.11334,4.5256,0,0,0,-1,-0.0001772,-0.012452,0.0085809,0.0020634,0.80866,-0.57554,0.95,0.55,0,0.46374,-1.0008
1.3784,0,-0.0012404,0.04699,0.019039,0.0039418,0.023835,-0.039446,0.5,0.11881,4.5917,0,0,0,-1,-0.00015179,-0.017401,0.0057729,0.0016651,0.92165,-0.3715,0.95,0.55,0,0.50386,-0.92672
1.1356,0,0.00050191,-0.033883,-0.042759,-0.00030062,-0.026384,-0.054446,0.5,0.088412,3.9213,0,0,0,-1,0.00014304,-0.008497,-0.0053547,-0.0010988,0.82183,0.56413,0.95,0.55,-6.9389e-18,0.4521,-0.54661
1.1676,0,0.00054664,-0.030825,-0.032872,-0.001341,-0.022557,-0.049919,0.5,0.097257,4.0231,0,0,0,-1,0.00034287,-0.0098272,-0.0052931,-0.0025134,0.8845,0.45844,0.95,0.55,0,0.4818,-0.59463
1.142,0,0.0012817,0.03392,-0.040588,0.0043863,0.026909,-0.051764,0.5,0.092277,3.9235,0,0,0,-1,-0.00042033,0.0068135,-0.0050587,-0.00023556,-0.83199,0.5501,0.95,0.55,6.9389e-18,-0.45432,-0.5535
1.9306,0,0.0059788,-0.024907,-0.063396,0.021445,-0.01071,-0.063782,0.5,0.115,1.9415,0,0,0,-1,1.9245e-05,0.00022293,0.0042436,-0.006212,-0.059454,-0.99786,0.95,0.55,0,-0.055008,-1.1763
1.2284,0,0.00060059,-0.019428,-0.012934,-0.0020445,-0.012336,-0.042817,0.5,0.094532,4.2245,0,0,0,-1,-0.0003223,-0.0092159,-0.0019726,-0.0027685,0.96759,0.2358,0.95,0.55,0,0.51825,-0.69221
1.711,0,0.011191,-0.1184,-0.022488,0.0015248,-0.03078,-0.055788,0.5,0.10208,2.6873,0,0,0,-1,-0.00058021,0.0039753,0.0035223,-0.012915,-0.35056,-0.93527,0.95,0.55,0,-0.27487,-1.1327
1.7959,0,0.017556,-0.093615,-0.040974,0.017835,-0.020506,-0.061289,0.5,0.11576,2.4009,0,0,0,-1,-0.0013967,0.0024464,0.012529,-0.015407,-0.2368,-0.96863,0.95,0.55,0,-0.20062,-1.1546
1.4186,0,-0.003962,-0.065429,0.016276,0.051285,-0.024803,-0.05886,0.5,0.099704,4.618,0,0,0,-1,0.00017693,0.0096821,0.0063953,-0.0099556,-0.87566,-0.47852,0.95,0.55,0,-0.48373,-0.96479
1.5087,0,0.0013029,-0.087538,0.0078565,0.02225,-0.025713,-0.062071,0.5,0.102,4.6097,0,0,0,-1,0.00024007,0.0091439,0.0085021,-0.012146,-0.73156,-0.67345,0.95,0.55,0,-0.43415,-1.0327
1.8505,0,0.013335,-0.088565,-0.047771,0.023673,-0.020973,-0.063058,0.5,0.11619,2.3315,0,0,0,-1,-0.0013611,0.0020851,0.016285,-0.014416,-0.19655,-0.97933,0.95,0.55,0,-0.17323,-1.1613
1.9393,0,0.0058798,-0.018527,-0.062836,0.016185,-0.0088574,-0.063355,0.5,0.11593,1.908,0,0,0,-1,3.984e-05,8.7786e-05,0.0042214,-0.0062681,-0.044373,-0.99805,0.95,0.55,0,-0.040251,-1.1765
1.7769,0,0.01086,0.1031,-0.038045,-0.017658,0.033199,-0.059779,0.5,0.09161,2.6927,0,0,0,-1,-0.0012704,-0.0023481,0.0043315,0.0076344,0.28507,-0.95754,0.95,0.55,0,0.24737,-1.146
1.735,0,0.010252,0.10873,-0.030547,-0.012817,0.035113,-0.058382,0.5,0.10881,3.1201,0,0,0,-1,-0.0017981,-0.003583,0.0061017,0.012705,0.34077,-0.93649,0.95,0.55,0,0.27365,-1.1373
1.4737,0,-0.00038123,0.095986,0.0059041,0.0048214,0.043414,-0.052792,0.5,0.10695,4.464,0,0,0,-1,0.0001039,-0.0099386,0.008777,0.0011999,0.74095,-0.66348,0.95,0.55,0,0.43895,-1.0322
1.6066,0,0.0053345,-0.11563,-0.016255,-0.016183,-0.040775,-0.060498,0.5,0.10052,4.0722,0,0,0,-1,-0.00018253,0.0055154,0.010541,-0.0090384,-0.50749,-0.85991,0.95,0.55,0,-0.35182,-1.0987
1.6369,0,0.0094667,-0.11743,-0.019107,-0.011766,-0.039092,-0.059143,0.5,0.09843,3.5906,0,0,0,-1,-0.00045395,0.0047966,0.0079086,-0.014443,-0.45179,-0.88802,0.95,0.55,0,-0.32577,-1.1109
